wavelength,normalized_absorbance,drug_type
4334.0,0.07150875617422539,heroin
4750.0,0.3665244723843736,heroin
4754.0,0.36775931746744495,heroin
4774.0,0.3701167489896722,heroin
5134.0,0.11405478221823082,heroin
5138.0,0.11023798832510098,heroin
5142.0,0.11113605747642566,heroin
5146.0,0.11113605747642566,heroin
5150.0,0.11113605747642566,heroin
5154.0,0.11495285136955549,heroin
5158.0,0.12079030085316572,heroin
5230.0,0.23046699595868883,heroin
5234.0,0.23439604849573412,heroin
5238.0,0.23832510103277957,heroin
5242.0,0.24202963628199373,heroin
5254.0,0.24202963628199373,heroin
5266.0,0.24202963628199373,heroin
5270.0,0.23877413560844182,heroin
5274.0,0.2338347552761563,heroin
5278.0,0.2288953749438706,heroin
5282.0,0.22036371800628649,heroin
5286.0,0.20823978446340366,heroin
5290.0,0.19577907498877412,heroin
5306.0,0.14660978895374935,heroin
5310.0,0.1342613381230355,heroin
5314.0,0.12202514593623712,heroin
5318.0,0.10967669510552314,heroin
5322.0,0.10653345307588682,heroin
5326.0,0.10316569375841936,heroin
5330.0,0.10002245172878307,heroin
5654.0,0.02907498877413564,heroin
6238.0,0.0062864840592724985,heroin
7206.0,0.014369106421194475,heroin
8026.0,0.0,heroin
9310.0,0.09261338123035476,heroin
9314.0,0.09643017512348448,heroin
9318.0,0.10024696901661431,heroin
9322.0,0.10395150426582847,heroin
9326.0,0.11596317916479562,heroin
9330.0,0.13493488998652892,heroin
9334.0,0.15850920520880105,heroin
9342.0,0.20139200718455322,heroin
9346.0,0.21856757970363713,heroin
9354.0,0.24943870678042204,heroin
9358.0,0.26560395150426586,heroin
9362.0,0.28581050740907044,heroin
9366.0,0.3101706331387516,heroin
9370.0,0.3370004490345757,heroin
9374.0,0.3639425235743152,heroin
9430.0,0.7439380332285586,heroin
9438.0,0.7987202514593623,heroin
9442.0,0.8261113605747642,heroin
9446.0,0.8536147283340817,heroin
9450.0,0.8911091154018859,heroin
9454.0,0.8911091154018859,heroin
9458.0,0.8912213740458014,heroin
9462.0,0.8849348899865289,heroin
9466.0,0.8510327795240233,heroin
9470.0,0.8169061517736865,heroin
9474.0,0.7827795240233497,heroin
9478.0,0.7487651549169285,heroin
9482.0,0.7145262685226762,heroin
9486.0,0.6803996407723394,heroin
9490.0,0.6461607543780871,heroin
9494.0,0.6305568028738212,heroin
9498.0,0.6286484059272563,heroin
9502.0,0.6320161652447239,heroin
9506.0,0.6605298607992814,heroin
9510.0,0.6890435563538392,heroin
9514.0,0.7176695105523124,heroin
9518.0,0.7460709474629545,heroin
9522.0,0.7746969016614279,heroin
9526.0,0.8033228558599012,heroin
9530.0,0.8319488100583744,heroin
9534.0,0.8810058374494836,heroin
9538.0,0.880107768298159,heroin
9542.0,0.8815671306690614,heroin
9546.0,0.8666367310282892,heroin
9550.0,0.8249887741356084,heroin
9554.0,0.781095644364616,heroin
9558.0,0.7372025145936236,heroin
9566.0,0.6493039964077233,heroin
9570.0,0.6051863493488999,heroin
9578.0,0.5170633138751684,heroin
9582.0,0.47283340817242925,heroin
9590.0,0.3841490794791198,heroin
9594.0,0.32644813650651094,heroin
9598.0,0.27132914234396055,heroin
9602.0,0.2338347552761563,heroin
9606.0,0.21519982038616972,heroin
9610.0,0.2053210597215985,heroin
9614.0,0.195554557700943,heroin
9618.0,0.18758419398293671,heroin
9702.0,0.11809609339919169,heroin
9818.0,0.04916928603502464,heroin
9966.0,0.09687920969914687,heroin
9970.0,0.10103277952402331,heroin
9974.0,0.10563538392456215,heroin
9978.0,0.11158509205208805,heroin
9982.0,0.12180062864840596,heroin
9986.0,0.13953749438706775,heroin
9990.0,0.16131567130669053,heroin
9994.0,0.183206106870229,heroin
10002.0,0.22709923664122142,heroin
10006.0,0.2491019308486753,heroin
10010.0,0.294791198922317,heroin
10014.0,0.292096991468343,heroin
10018.0,0.2936686124831611,heroin
10022.0,0.2812079030085316,heroin
10026.0,0.2521329142343961,heroin
10034.0,0.19140098787606644,heroin
10038.0,0.16850022451728783,heroin
10042.0,0.1540188594521778,heroin
10046.0,0.1420071845532105,heroin
10050.0,0.12898518185900315,heroin
10054.0,0.11596317916479562,heroin
10058.0,0.10698248765154911,heroin
10062.0,0.10204310731926355,heroin
10066.0,0.09710372698697803,heroin
10474.0,0.07880556802873825,heroin
10478.0,0.0828468792096991,heroin
10498.0,0.12281095644364609,heroin
10514.0,0.16524472384373595,heroin
10518.0,0.17916479568926802,heroin
10522.0,0.18982936686124832,heroin
10526.0,0.19858554108666363,heroin
10530.0,0.23866187696452626,heroin
10534.0,0.28154467894027846,heroin
10538.0,0.3244274809160306,heroin
10542.0,0.3674225415356983,heroin
10546.0,0.41052986079928155,heroin
10550.0,0.4509429726088908,heroin
10554.0,0.4659856308935788,heroin
10558.0,0.46553659631791644,heroin
10562.0,0.4159182757072294,heroin
10566.0,0.3789851818590031,heroin
10574.0,0.30489447687471927,heroin
10578.0,0.2676246070947462,heroin
10582.0,0.23405927256398742,heroin
10586.0,0.21924113156713068,heroin
10590.0,0.21632240682532553,heroin
10594.0,0.21340368208352048,heroin
10598.0,0.20947462954647503,heroin
10602.0,0.20543331836551407,heroin
10606.0,0.2011674898967221,heroin
10610.0,0.195554557700943,heroin
10614.0,0.18982936686124832,heroin
10630.0,0.1557027391109116,heroin
10634.0,0.14717108217332733,heroin
10638.0,0.14537494387067798,heroin
10642.0,0.14223170184104178,heroin
10646.0,0.14301751234845078,heroin
10650.0,0.15704984283789852,heroin
10654.0,0.18623709025594962,heroin
10658.0,0.2172204759766502,heroin
10662.0,0.2484283789851818,heroin
10698.0,0.5307588684328693,heroin
10702.0,0.5624158060170633,heroin
10710.0,0.6256174225415357,heroin
10714.0,0.6574988774135608,heroin
10718.0,0.6983610237988325,heroin
10722.0,0.6979119892231702,heroin
10726.0,0.6980242478670857,heroin
10730.0,0.6461607543780871,heroin
10734.0,0.583969465648855,heroin
10738.0,0.5216659182757072,heroin
10742.0,0.459250112258644,heroin
10746.0,0.39683430624158056,heroin
10750.0,0.3683206106870228,heroin
10754.0,0.3559721598563088,heroin
10758.0,0.3433991917377637,heroin
10762.0,0.3284687920969914,heroin
10774.0,0.28895374943870666,heroin
10778.0,0.27997305792546023,heroin
10782.0,0.27290076335877855,heroin
10786.0,0.26571621014818136,heroin
10790.0,0.2593174674449932,heroin
10794.0,0.25482712168836996,heroin
10834.0,0.2175572519083969,heroin
10850.0,0.2075662325999101,heroin
10854.0,0.20543331836551407,heroin
10858.0,0.19892231701841043,heroin
10862.0,0.1883700044903457,heroin
10866.0,0.17983834755276157,heroin
10878.0,0.1438033228558599,heroin
10882.0,0.13280197575213287,heroin
10886.0,0.12494387067804216,heroin
10890.0,0.12067804220925016,heroin
10894.0,0.11854512797485409,heroin
10898.0,0.11618769645262689,heroin
10902.0,0.11439155814997753,heroin
10970.0,0.15469241131567132,heroin
10974.0,0.16097889537494384,heroin
10978.0,0.16726537943421646,heroin
10982.0,0.17456219128872918,heroin
10986.0,0.1855635383924562,heroin
10990.0,0.1979119892231702,heroin
10994.0,0.21385271665918273,heroin
10998.0,0.23226313426133807,heroin
11002.0,0.2595419847328244,heroin
11006.0,0.29815895823978433,heroin
11010.0,0.3441850022451728,heroin
11014.0,0.391894925909295,heroin
11018.0,0.4397171082173327,heroin
11022.0,0.48742703188145486,heroin
11030.0,0.583408172429277,heroin
11034.0,0.6313426133812303,heroin
11038.0,0.6793893129770993,heroin
11042.0,0.7233947013920071,heroin
11046.0,0.7374270318814548,heroin
11050.0,0.7378760664571171,heroin
11054.0,0.7378760664571171,heroin
11058.0,0.7259766502020655,heroin
11062.0,0.6896048495734171,heroin
11066.0,0.6485181859003143,heroin
11070.0,0.607543780871127,heroin
11074.0,0.5664571171980243,heroin
11078.0,0.5252581948810058,heroin
11082.0,0.4840592725639874,heroin
11086.0,0.4426358329591378,heroin
11090.0,0.3108441850022452,heroin
11094.0,0.36001347103726977,heroin
11098.0,0.31847777278850464,heroin
11102.0,0.31207903008531657,heroin
11106.0,0.3182532555006735,heroin
11110.0,0.3244274809160306,heroin
11114.0,0.3306017063313875,heroin
11118.0,0.3364391558149977,heroin
11122.0,0.3363268971710821,heroin
11126.0,0.3349797934440951,heroin
11130.0,0.31499775482712167,heroin
11134.0,0.28805568028738204,heroin
11142.0,0.234171531207903,heroin
11146.0,0.20722945666816342,heroin
11150.0,0.18702290076335873,heroin
11154.0,0.18051189941625498,heroin
11158.0,0.1741131567130669,heroin
11162.0,0.1678266726537943,heroin
11210.0,0.1276380781320162,heroin
11214.0,0.1283116299955096,heroin
11218.0,0.12629097440502923,heroin
11222.0,0.12864840592725643,heroin
11226.0,0.13796587337224966,heroin
11230.0,0.14885496183206098,heroin
11238.0,0.17052088010776834,heroin
11242.0,0.18140996856757965,heroin
11246.0,0.19218679838347555,heroin
11250.0,0.19398293668612476,heroin
11254.0,0.19398293668612476,heroin
11258.0,0.1919622810956444,heroin
11262.0,0.18926807364167036,heroin
11266.0,0.18657386618769645,heroin
11270.0,0.179726088908846,heroin
11274.0,0.17231701841041755,heroin
11286.0,0.1417826672653794,heroin
11290.0,0.13336326897171083,heroin
11294.0,0.12550516389762012,heroin
11298.0,0.12056578356533446,heroin
11302.0,0.11697350696003586,heroin
11306.0,0.11360574764256842,heroin
11310.0,0.1121463852716659,heroin
11314.0,0.11136057476425679,heroin
11318.0,0.11113605747642566,heroin
11322.0,0.11371800628648399,heroin
11326.0,0.11629995509654245,heroin
11330.0,0.1215761113605747,heroin
11334.0,0.12718904355635377,heroin
11338.0,0.13673102828917827,heroin
11350.0,0.16771441400987872,heroin
11354.0,0.1784912438257746,heroin
11358.0,0.1907274360125729,heroin
11362.0,0.20307588684328684,heroin
11366.0,0.22025145936237092,heroin
11370.0,0.24236641221374042,heroin
11374.0,0.26448136506511,heroin
11378.0,0.28659631791647955,heroin
11382.0,0.3088235294117647,heroin
11386.0,0.33082622361921865,heroin
11390.0,0.3486753480017961,heroin
11394.0,0.35114503816793885,heroin
11398.0,0.3457566232599909,heroin
11402.0,0.3299281544678939,heroin
11406.0,0.3139874270318814,heroin
11410.0,0.29815895823978433,heroin
11414.0,0.2821059721598562,heroin
11418.0,0.26616524472384373,heroin
11422.0,0.2520206555904805,heroin
11426.0,0.25123484508307137,heroin
11430.0,0.26784912438257746,heroin
11434.0,0.2846879209699146,heroin
11442.0,0.3182532555006735,heroin
11446.0,0.33509205208801074,heroin
11450.0,0.3514818140996857,heroin
11454.0,0.34822631342613386,heroin
11458.0,0.3405927256398742,heroin
11462.0,0.332622361921868,heroin
11466.0,0.3245397395599461,heroin
11470.0,0.3165693758419399,heroin
11474.0,0.3093848226313426,heroin
11478.0,0.3093848226313426,heroin
11482.0,0.3239784463403681,heroin
11486.0,0.34160305343511455,heroin
11490.0,0.359452177817692,heroin
11510.0,0.44903457566232596,heroin
11518.0,0.484957341715312,heroin
11522.0,0.5029187247418051,heroin
11526.0,0.5207678491243826,heroin
11530.0,0.5425460260440054,heroin
11534.0,0.5701616524472385,heroin
11542.0,0.6799506061966771,heroin
11546.0,0.7049842837898518,heroin
11550.0,0.7301302200269421,heroin
11554.0,0.7551638976201167,heroin
11562.0,0.8055680287382129,heroin
11574.0,0.8814548720251459,heroin
11578.0,0.9069375841939828,heroin
11582.0,0.9297260889088459,heroin
11586.0,0.94690166142793,heroin
11590.0,0.9637404580152671,heroin
11594.0,0.9800179613830264,heroin
11598.0,0.9897844634036821,heroin
11602.0,0.9947238437359676,heroin
11606.0,1.0,heroin
11610.0,0.9924786708576561,heroin
11614.0,0.9848450830713964,heroin
11618.0,0.975303098338572,heroin
11622.0,0.9655365963179163,heroin
11626.0,0.9534126627750337,heroin
11630.0,0.9405029187247418,heroin
11634.0,0.9263583295913785,heroin
11638.0,0.9066008082622361,heroin
11642.0,0.8768522676246071,heroin
11646.0,0.8455321059721598,heroin
11650.0,0.8138751683879658,heroin
11654.0,0.7823304894476873,heroin
11658.0,0.7506735518634934,heroin
11662.0,0.7190166142792994,heroin
11666.0,0.6879209699146834,heroin
11670.0,0.6909519533004042,heroin
11674.0,0.7241805118994162,heroin
11678.0,0.7650426582846879,heroin
11682.0,0.8061293219577906,heroin
11686.0,0.8861697350696003,heroin
11690.0,0.8861697350696003,heroin
11694.0,0.8862819937135159,heroin
11698.0,0.8606870229007634,heroin
11702.0,0.829366861248316,heroin
11706.0,0.7979344409519532,heroin
11710.0,0.7663897620116749,heroin
11714.0,0.7348450830713964,heroin
11718.0,0.703300404131118,heroin
11722.0,0.671643466546924,heroin
11726.0,0.6398742703188145,heroin
11730.0,0.5963179164795689,heroin
11734.0,0.5945217781769195,heroin
11738.0,0.630107768298159,heroin
11742.0,0.6795015716210149,heroin
11746.0,0.7288953749438707,heroin
11750.0,0.7782891782667264,heroin
11754.0,0.8279074988774134,heroin
11758.0,0.8775258194881005,heroin
11762.0,0.9576784912438256,heroin
11766.0,0.9573417153120789,heroin
11770.0,0.9316344858554108,heroin
11774.0,0.8850471486304445,heroin
11778.0,0.8382352941176471,heroin
11782.0,0.7914234396048495,heroin
11786.0,0.7444993264481365,heroin
11790.0,0.697462954647508,heroin
11794.0,0.6505388414907948,heroin
11814.0,0.5565783565334531,heroin
11818.0,0.48462056578356527,heroin
11822.0,0.4977548271216884,heroin
11826.0,0.4817018410417603,heroin
11830.0,0.49887741356084414,heroin
11834.0,0.5271665918275708,heroin
11838.0,0.5552312528064661,heroin
11842.0,0.6045127974854063,heroin
11846.0,0.6076560395150427,heroin
11850.0,0.6056353839245622,heroin
11854.0,0.5711719802424787,heroin
11858.0,0.5218904355635383,heroin
11862.0,0.4726088908845981,heroin
11866.0,0.4232150875617422,heroin
11870.0,0.3738212842388863,heroin
11874.0,0.32420296362819934,heroin
11878.0,0.2767175572519083,heroin
11882.0,0.2760440053884149,heroin
11886.0,0.28435114503816783,heroin
11890.0,0.32498877413560845,heroin
11894.0,0.36573866187696447,heroin
11898.0,0.4066008082622361,heroin
11902.0,0.44757521329142336,heroin
11906.0,0.49158060170633133,heroin
11910.0,0.4920296362819937,heroin
11914.0,0.4818140996856758,heroin
11918.0,0.46643466546924106,heroin
11922.0,0.45116748989672206,heroin
11926.0,0.42422541535698244,heroin
11930.0,0.4237763807813201,heroin
11934.0,0.44308486753480003,heroin
11942.0,0.5158284687920969,heroin
11946.0,0.5718455321059721,heroin
11950.0,0.5733048944768747,heroin
11954.0,0.5423215087561741,heroin
11958.0,0.471823080377189,heroin
11962.0,0.4008756174225415,heroin
11966.0,0.3298158958239784,heroin
11970.0,0.2726762460709474,heroin
11974.0,0.25830713964975294,heroin
11978.0,0.245958688819039,heroin
11982.0,0.2476425684777728,heroin
11986.0,0.24786708576560393,heroin
11990.0,0.2588684328693309,heroin
11994.0,0.2726762460709474,heroin
11998.0,0.27514593623709027,heroin
12002.0,0.2688594521778177,heroin
12006.0,0.25325550067355185,heroin
12010.0,0.2374270318814549,heroin
12014.0,0.22148630444544234,heroin
12018.0,0.20554557700942974,heroin
12022.0,0.17691962281095638,heroin
12026.0,0.1812977099236641,heroin
12030.0,0.18051189941625498,heroin
12034.0,0.18814548720251456,heroin
12042.0,0.2128423888639425,heroin
12046.0,0.21228109564436468,heroin
12050.0,0.21194431971261782,heroin
12054.0,0.20835204310731922,heroin
12058.0,0.19858554108666363,heroin
12062.0,0.1926358329591378,heroin
12066.0,0.1847777278850471,heroin
12070.0,0.18904355635383924,heroin
12074.0,0.2064436461607543,heroin
12078.0,0.23843735967669513,heroin
12082.0,0.27076784912438256,heroin
12086.0,0.30276156264032317,heroin
12090.0,0.34968567579703635,heroin
12094.0,0.347889537494387,heroin
12098.0,0.31567130669061516,heroin
12102.0,0.28008531656937574,heroin
12106.0,0.24449932644813646,heroin
12110.0,0.22283340817242928,heroin
12114.0,0.22855859901212391,heroin
12118.0,0.27346205657835654,heroin
12122.0,0.31926358329591376,heroin
12126.0,0.3651773686573866,heroin
12130.0,0.41109115401885943,heroin
12134.0,0.4571171980242479,heroin
12138.0,0.4984283789851818,heroin
12142.0,0.5062864840592725,heroin
12146.0,0.4796811854512798,heroin
12150.0,0.40121239335428815,heroin
12154.0,0.3226313426133812,heroin
12158.0,0.26055231252806466,heroin
12162.0,0.22867085765603948,heroin
12166.0,0.21621014818140996,heroin
12170.0,0.21340368208352048,heroin
12174.0,0.2105972159856309,heroin
12178.0,0.20633138751683874,heroin
12182.0,0.1979119892231702,heroin
12186.0,0.18096093399191737,heroin
12198.0,0.14694656488549618,heroin
12202.0,0.1366187696452627,heroin
12206.0,0.12932195779074984,heroin
12210.0,0.12303547373147736,heroin
12214.0,0.11775931746744497,heroin
12218.0,0.11899416255051637,heroin
12222.0,0.11899416255051637,heroin
12226.0,0.11910642119443193,heroin
12230.0,0.12483161203412657,heroin
12234.0,0.13167938931297704,heroin
12238.0,0.14324202963628205,heroin
12242.0,0.1590704984283789,heroin
12246.0,0.17871576111360574,heroin
12250.0,0.1975752132914235,heroin
12254.0,0.21273013022002693,heroin
12258.0,0.22182308037718904,heroin
12262.0,0.22238437359676685,heroin
12270.0,0.2236192186798384,heroin
12274.0,0.22923215087561735,heroin
12278.0,0.23753929052537046,heroin
12282.0,0.251347103726987,heroin
12286.0,0.2660529860799281,heroin
12290.0,0.2900763358778625,heroin
12294.0,0.3164571171980243,heroin
12298.0,0.34901212393354275,heroin
12302.0,0.3826897171082173,heroin
12306.0,0.4486977997305792,heroin
12310.0,0.48731477323753936,heroin
12314.0,0.5608441850022451,heroin
12318.0,0.634373596766951,heroin
12322.0,0.7082397844634036,heroin
12326.0,0.7569600359227661,heroin
12330.0,0.7563987427031882,heroin
12334.0,0.7319263583295914,heroin
12338.0,0.7084643017512348,heroin
12342.0,0.6929726088908846,heroin
12346.0,0.670071845532106,heroin
12350.0,0.6365065110013471,heroin
12354.0,0.6028289178266727,heroin
12358.0,0.5690390660080826,heroin
12362.0,0.5353614728334082,heroin
12366.0,0.4784463403682083,heroin
12370.0,0.4767624607094746,heroin
12374.0,0.48293668612483165,heroin
12378.0,0.5400763358778625,heroin
12382.0,0.5971037269869779,heroin
12386.0,0.6544678940278402,heroin
12390.0,0.6799506061966771,heroin
12394.0,0.6625505163897619,heroin
12398.0,0.6038392456219128,heroin
12402.0,0.544005388414908,heroin
12406.0,0.484171531207903,heroin
12410.0,0.42422541535698244,heroin
12414.0,0.36416704086214635,heroin
12418.0,0.30410866636731027,heroin
12422.0,0.2672878311629995,heroin
12426.0,0.24236641221374042,heroin
12430.0,0.2205882352941176,heroin
12434.0,0.20835204310731922,heroin
12438.0,0.19937135159407268,heroin
12442.0,0.19488100583744944,heroin
12446.0,0.191513246519982,heroin
12450.0,0.18758419398293671,heroin
12454.0,0.18938033228558593,heroin
12458.0,0.19375841939829364,heroin
12462.0,0.20195330040413104,heroin
12466.0,0.21295464750785806,heroin
12470.0,0.22799730579254593,heroin
12478.0,0.2595419847328244,heroin
12482.0,0.2741356084418499,heroin
12490.0,0.3037718904355634,heroin
12494.0,0.3217332734620565,heroin
12498.0,0.3407049842837898,heroin
12502.0,0.3674225415356983,heroin
12506.0,0.3601257296811854,heroin
12510.0,0.3557476425684777,heroin
12514.0,0.34463403682083515,heroin
12518.0,0.321621014818141,heroin
12522.0,0.2977099236641221,heroin
12534.0,0.2327121688370005,heroin
12538.0,0.21127076784912438,heroin
12542.0,0.1902784014369106,heroin
12546.0,0.17209250112258642,heroin
